LDist,Dist,LorR,Type
26,1,Left,Cloth
49,4,Right,Cloth
1,1,Right,Cloth
17,10,Right,Cloth
24,8,Left,Cloth
25,4,Left,Cloth
41,12,Left,Cloth
49,5,Right,Cloth
1,1,Right,Cloth
23,12,Right,Cloth
18,7,Right,Cloth
24,6,Left,Cloth
25,3,Left,Cloth
25,6,Right,Cloth
36,1,Right,Cloth
40,10,Left,Cloth
45,1,Left,Cloth
50,5,Right,Cloth
