LDist,Dist,LorR,Type
47,20,Right,Bag
7,4,Left,Bag
26,7,Right,Bag
36,1,Right,Bag
48,10,Right,Bag
12,3,Left,Bag
36,1,Right,Bag
46,8,Right,Bag
7,5,Left,Bag
26,10,Right,Bag
36,1,Right,Bag
7,2,Left,Bag
24,5,Right,Bag
36,1,Right,Bag
8,4,Left,Bag
25,6,Right,Bag
25,1,Right,Bag
48,10,Right,Bag
8,3,Left,Bag
25,7,Right,Bag
36,1,Right,Bag
47,12,Right,Bag
7,5,Left,Bag
25,7,Right,Bag
35,1,Right,Bag
47,12,Right,Bag
4,7,Left,Bag
7,3,Left,Bag
35,1,Right,Bag
8,3,Left,Bag
25,4,Right,Bag
35,1,Right,Bag
6,3,Left,Bag
25,3,Right,Bag
35,1,Right,Bag
26,5,Right,Bag
36,1,Right,Bag
26,5,Right,Bag
35,1,Right,Bag
6,4,Left,Bag
26,7,Right,Bag
36,1,Right,Bag
48,10,Right,Bag
25,10,Right,Bag
36,1,Right,Bag
47,15,Right,Bag
8,4,Left,Bag
24,5,Right,Bag
35,1,Right,Bag
6,3,Left,Bag
26,5,Right,Bag
35,1,Right,Bag
7,11,Left,Bag
24,12,Right,Bag
35,1,Right,Bag
8,5,Left,Bag
25,6,Right,Bag
36,1,Right,Bag
48,10,Right,Bag
8,3,Left,Bag
36,1,Right,Bag
47,10,Right,Bag
7,5,Left,Bag
11,15,Left,Bag
38,1,Right,Bag
48,15,Right,Bag
35,1,Right,Bag
47,15,Right,Bag
9,3,Left,Bag
35,1,Right,Bag
47,15,Right,Bag
37,1,Right,Bag
47,25,Right,Bag
9,5,Left,Bag
24,4,Right,Bag
39,1,Right,Bag
47,10,Right,Bag
9,2,Left,Bag
33,1,Right,Bag
47,10,Right,Bag
39,1,Right,Bag
45,,Right,Bag
9,3,Left,Bag
9,10,Left,Bag
35,1,Right,Bag
46,5,Right,Bag
9,3,Left,Bag
36,1,Right,Bag
8,3,Left,Bag
35,1,Right,Bag
46,20,Right,Bag
8,8,Left,Bag
10,15,Left,Bag
24,15,Right,Bag
35,1,Right,Bag
48,20,Right,Bag
25,10,Right,Bag
35,2,Right,Bag
24,7,Right,Bag
36,1,Right,Bag
48,7,Right,Bag
8,4,Left,Bag
11,12,Left,Bag
35,1,Right,Bag
48,10,Right,Bag
8,3,Left,Bag
34,1,Right,Bag
45,8,Right,Bag
9,4,Left,Bag
13,10,Left,Bag
39,1,Right,Bag
46,10,Right,Bag
8,6,Left,Bag
24,10,Right,Bag
36,1,Right,Bag
48,15,Right,Bag
9,6,Left,Bag
25,10,Right,Bag
26,14,Right,Bag
36,1,Right,Bag
47,14,Right,Bag
8,3,Left,Bag
10,7,Left,Bag
24,4,Right,Bag
35,1,Right,Bag
8,3,Left,Bag
10,17,Left,Bag
24,6,Right,Bag
35,1,Right,Bag
47,10,Right,Bag
8,3,Left,Bag
10,6,Left,Bag
23,5,Right,Bag
35,1,Right,Bag
8,15,Left,Bag
39,1,Right,Bag
47,40,Right,Bag
8,5,Left,Bag
24,10,Right,Bag
35,1,Right,Bag
9,10,Left,Bag
24,6,Right,Bag
35,1,Right,Bag
47,10,Right,Bag
10,10,Left,Bag
9,3,Left,Bag
35,1,Right,Bag
46,6,Right,Bag
8,4,Left,Bag
24,11,Right,Bag
35,1,Right,Bag
48,15,Right,Bag
9,3,Left,Bag
24,5,Right,Bag
25,6,Right,Bag
35,1,Right,Bag
48,12,Right,Bag
8,4,Left,Bag
14,20,Left,Bag
23,10,Right,Bag
35,1,Right,Bag
46,10,Right,Bag
35,1,Right,Bag
48,10,Right,Bag
9,4,Left,Bag
36,1,Right,Bag
48,18,Right,Bag
9,7,Right,Bag
35,1,Right,Bag
9,3,Left,Bag
23,6,Right,Bag
35,1,Right,Bag
47,10,Right,Bag
8,5,Left,Bag
9,15,Left,Bag
9,4,Left,Bag
25,7,Right,Bag
36,1,Right,Bag
47,12,Right,Bag
23,3,Right,Bag
36,1,Right,Bag
45,15,Right,Bag
7,5,Left,Bag
23,10,Right,Bag
36,1,Right,Bag
48,15,Right,Bag
8,4,Left,Bag
11,8,Left,Bag
24,6,Right,Bag
35,1,Right,Bag
48,10,Right,Bag
8,4,Left,Bag
23,10,Right,Bag
35,1,Right,Bag
48,13,Right,Bag
1,2,Left,Bag
13,8,Left,Bag
35,1,Right,Bag
50,8,Right,Bag
8,3,Left,Bag
8,3,Left,Bag
25,6,Right,Bag
36,1,Right,Bag
9,4,Left,Bag
36,1,Right,Bag
49,14,Right,Bag
8,3,Left,Bag
11,10,Left,Bag
36,1,Right,Bag
46,8,Right,Bag
9,3,Left,Bag
24,5,Right,Bag
36,1,Right,Bag
48,8,Right,Bag
8,5,Left,Bag
24,10,Right,Bag
36,1,Right,Bag
48,12,Right,Bag
36,1,Right,Bag
49,10,Right,Bag
36,1,Right,Bag
48,6,Right,Bag
8,5,Left,Bag
36,1,Right,Bag
49,20,Right,Bag
8,5,Right,Bag
36,1,Right,Bag
47,15,Right,Bag
4,3,Right,Bag
8,3,Left,Bag
24,5,Right,Bag
36,1,Right,Bag
48,7,Right,Bag
8,7,Left,Bag
10,20,Left,Bag
24,9,Right,Bag
36,1,Right,Bag
48,13,Right,Bag
6,2,Left,Bag
12,5,Left,Bag
36,1,Right,Bag
7,4,Left,Bag
9,10,Left,Bag
36,1,Right,Bag
47,15,Right,Bag
8,3,Left,Bag
11,15,Left,Bag
25,10,Right,Bag
36,1,Right,Bag
48,8,Right,Bag
8,15,Left,Bag
35,1,Right,Bag
48,22,Right,Bag
8,3,Left,Bag
10,7,Left,Bag
50,11,Right,Bag
